Timestamp,Series_No,Product_No,class
Timestamp: 03/10/15 23:14:10,YZ00001723,4868,OK
Timestamp: 03/10/15 23:19:46,YZ00001723,4887,OK
Timestamp: 03/10/15 23:22:32,YZ00001723,8716,Failure
Timestamp: 03/11/15 23:26:17,YZ00001723,7639,Failure
Timestamp: 03/11/15 23:29:10,YZ00001723,8200,Failure
Timestamp: 03/11/15 23:31:42,YZ00001723,4679,OK
Timestamp: 03/11/15 23:32:32,YZ00001723,9575,Failure
Timestamp: 03/11/15 23:33:38,YZ00001723,7747,Failure
Timestamp: 03/11/15 23:36:19,XK00001402,7114,Failure
Timestamp: 03/12/15 23:41:39,XK00001402,1320,OK
Timestamp: 03/12/15 23:46:08,XK00001402,5631,Failure
Timestamp: 03/13/15 23:50:21,XK00001402,8213,Failure
Timestamp: 03/13/15 23:55:16,XK00001402,6302,Failure
Timestamp: 03/14/15 23:59:28,XK00001402,6155,Failure
Timestamp: 03/15/15 00:03:19,XK00001402,5287,Failure
Timestamp: 03/15/15 00:07:41,XK00001402,5864,Failure
Timestamp: 03/16/15 00:12:59,XK00001402,6300,Failure
Timestamp: 03/16/15 00:15:20,XK00001402,2349,OK
Timestamp: 03/16/15 00:20:21,XK00001402,6158,Failure
Timestamp: 03/16/15 00:24:00,XK00001402,2119,OK
Timestamp: 03/16/15 00:29:35,XK00001402,1206,OK
Timestamp: 03/16/15 00:34:48,XK00001402,5489,Failure
Timestamp: 03/16/15 00:37:15,XK00001402,532,OK
Timestamp: 03/16/15 00:40:40,XK00001402,1870,OK
Timestamp: 03/16/15 00:41:48,XK00001402,6333,Failure
Timestamp: 03/16/15 00:42:07,XK00001402,9428,Failure
Timestamp: 03/17/15 00:42:49,XK00001402,5612,Failure
Timestamp: 03/17/15 00:43:43,XK00001402,5355,Failure
Timestamp: 03/17/15 00:43:44,XK00001402,5734,Failure
Timestamp: 03/17/15 00:49:04,XK00001402,2526,OK
Timestamp: 03/17/15 00:50:07,XK00001402,1101,OK
Timestamp: 03/17/15 00:54:16,XK00001402,6279,Failure
Timestamp: 03/18/15 00:54:32,XK00001402,178,OK
Timestamp: 03/18/15 00:54:45,XK00001402,5763,Failure
Timestamp: 03/18/15 00:57:50,XK00001402,304,OK
Timestamp: 03/18/15 00:59:59,XK00001402,334,OK
Timestamp: 03/19/15 01:02:46,XK00001402,5920,Failure
Timestamp: 03/19/15 01:06:29,XK00001402,5325,Failure
Timestamp: 03/20/15 01:07:46,XK00001402,2282,OK
Timestamp: 03/21/15 01:08:58,XK00001402,3978,OK
Timestamp: 03/21/15 01:14:30,XK00001402,6676,Failure
Timestamp: 03/22/15 01:14:51,XK00001402,3120,OK
Timestamp: 03/22/15 01:19:35,WK00001576,772,OK
Timestamp: 03/22/15 01:24:16,WK00001576,1760,OK
Timestamp: 03/22/15 01:28:38,WK00001576,2224,OK
Timestamp: 03/22/15 01:33:09,WK00001576,1067,OK
Timestamp: 03/22/15 01:36:21,WK00001576,584,OK
Timestamp: 03/23/15 01:39:02,WK00001576,6060,Failure
Timestamp: 03/23/15 01:43:51,WK00001576,3733,OK
Timestamp: 03/23/15 01:49:27,WK00001576,6199,Failure
Timestamp: 03/23/15 01:53:15,WK00001576,1014,OK
Timestamp: 03/24/15 01:56:31,WK00001576,2535,OK
Timestamp: 03/24/15 01:56:42,WK00001576,3525,OK
Timestamp: 03/24/15 01:58:49,WK00001576,4203,OK
Timestamp: 03/24/15 01:59:20,WK00001576,6380,Failure
Timestamp: 03/24/15 02:03:30,WK00001576,2982,OK
Timestamp: 03/24/15 02:03:35,WK00001576,6496,Failure
Timestamp: 03/24/15 02:09:22,WK00001576,6047,Failure
Timestamp: 03/24/15 02:11:50,WK00001576,5567,Failure
Timestamp: 03/24/15 02:13:35,WK00001576,8153,Failure
Timestamp: 03/24/15 02:18:08,WK00001576,5771,Failure
Timestamp: 03/24/15 02:22:41,WK00001576,8100,Failure
Timestamp: 03/25/15 02:28:27,WK00001576,869,OK
Timestamp: 03/25/15 02:32:36,WK00001576,5166,Failure
Timestamp: 03/25/15 02:32:43,WK00001576,6395,Failure
Timestamp: 03/25/15 02:37:47,WK00001576,1544,OK
Timestamp: 03/25/15 02:42:02,WK00001576,1514,OK
Timestamp: 03/25/15 02:43:50,WK00001576,861,OK
Timestamp: 03/26/15 02:46:30,WK00001576,2450,OK
Timestamp: 03/26/15 02:47:33,WK00001576,1374,OK
Timestamp: 03/26/15 02:53:24,WK00001576,5490,Failure
Timestamp: 03/26/15 02:56:15,WK00001576,1551,OK
Timestamp: 03/26/15 02:58:24,WK00001576,4057,OK
Timestamp: 03/26/15 03:03:03,WK00001576,5014,Failure
Timestamp: 03/26/15 03:08:30,WK00001576,3583,OK
Timestamp: 03/26/15 03:09:18,WK00001576,2955,OK
Timestamp: 03/26/15 03:13:29,WK00001576,6049,Failure
Timestamp: 03/26/15 03:19:07,WK00001576,725,OK
Timestamp: 03/26/15 03:20:36,WK00001576,1378,OK
Timestamp: 03/26/15 03:22:11,WK00001576,2033,OK
Timestamp: 03/26/15 03:27:39,WK00001576,8191,Failure
Timestamp: 03/26/15 03:32:18,WK00001576,1687,OK
Timestamp: 03/26/15 03:36:10,YZ00001723,6980,Failure
Timestamp: 03/26/15 03:39:10,YZ00001723,4767,OK
Timestamp: 03/27/15 03:44:10,YZ00001723,4522,OK
Timestamp: 03/27/15 03:46:30,YZ00001723,9945,Failure
Timestamp: 03/27/15 03:47:14,YZ00001723,7582,Failure
Timestamp: 03/27/15 03:53:13,YZ00001723,9176,Failure
Timestamp: 03/27/15 03:55:08,YZ00001723,8809,Failure
Timestamp: 03/28/15 03:57:20,YZ00001723,7798,Failure
Timestamp: 03/28/15 03:57:21,YZ00001723,7717,Failure
Timestamp: 03/29/15 04:01:16,YZ00001723,3642,OK
Timestamp: 03/29/15 04:02:26,YZ00001723,9586,Failure
Timestamp: 03/29/15 04:08:21,YZ00001723,4553,OK
Timestamp: 03/29/15 04:10:41,YZ00001723,4852,OK
Timestamp: 03/30/15 04:14:46,YZ00001723,4766,OK
Timestamp: 03/30/15 04:17:26,YZ00001723,7703,Failure
Timestamp: 03/30/15 04:21:44,YZ00001723,4989,OK
Timestamp: 03/30/15 04:25:25,YZ00001723,8164,Failure
Timestamp: 03/30/15 04:26:23,YZ00001723,7688,Failure
Timestamp: 03/30/15 04:29:56,YZ00001723,4889,OK
Timestamp: 03/30/15 04:31:44,YZ00001723,7557,Failure
Timestamp: 03/30/15 04:37:04,YZ00001723,4564,OK
Timestamp: 03/30/15 04:37:08,YZ00001723,4574,OK
Timestamp: 03/30/15 04:41:18,YZ00001723,9923,Failure
Timestamp: 03/30/15 04:41:47,YZ00001723,9501,Failure
Timestamp: 03/30/15 04:45:49,YZ00001723,8975,Failure
Timestamp: 03/30/15 04:50:16,YZ00001723,7509,Failure
Timestamp: 03/30/15 04:54:05,YZ00001723,4909,OK
Timestamp: 03/30/15 04:58:21,YZ00001723,8368,Failure
Timestamp: 03/30/15 05:03:26,YZ00001723,4453,OK
Timestamp: 03/30/15 05:05:44,YZ00001723,4387,OK
Timestamp: 03/30/15 05:10:49,YZ00001723,8783,Failure
Timestamp: 03/31/15 05:14:25,YZ00001723,8440,Failure
Timestamp: 03/31/15 05:15:23,YZ00001723,9080,Failure
Timestamp: 03/31/15 05:18:37,YZ00001723,8520,Failure
Timestamp: 03/31/15 05:23:48,YZ00001723,4727,OK
Timestamp: 03/31/15 05:28:46,YZ00001723,9605,Failure
Timestamp: 03/31/15 05:33:46,YZ00001723,4980,OK
Timestamp: 03/31/15 05:34:19,YZ00001723,8285,Failure
Timestamp: 04/01/15 05:34:52,XK00001402,884,OK
Timestamp: 04/01/15 05:38:33,XK00001402,9373,Failure
Timestamp: 04/01/15 05:42:36,XK00001402,2961,OK
Timestamp: 04/01/15 05:47:08,XK00001402,131,OK
Timestamp: 04/01/15 05:48:55,XK00001402,585,OK
Timestamp: 04/01/15 05:53:10,XK00001402,5317,Failure
Timestamp: 04/01/15 05:55:49,XK00001402,5186,Failure
Timestamp: 04/01/15 06:01:48,XK00001402,6213,Failure
Timestamp: 04/01/15 06:06:09,XK00001402,5685,Failure
Timestamp: 04/01/15 06:10:14,XK00001402,3373,OK
Timestamp: 04/01/15 06:13:30,XK00001402,2734,OK
Timestamp: 04/01/15 06:13:34,XK00001402,488,OK
Timestamp: 04/02/15 06:18:39,XK00001402,5452,Failure
Timestamp: 04/02/15 06:21:04,XK00001402,2458,OK
Timestamp: 04/02/15 06:21:15,XK00001402,6876,Failure
Timestamp: 04/02/15 06:24:22,XK00001402,2286,OK
Timestamp: 04/02/15 06:25:28,XK00001402,6343,Failure
Timestamp: 04/02/15 06:30:39,XK00001402,3497,OK
Timestamp: 04/02/15 06:33:10,XK00001402,482,OK
Timestamp: 04/02/15 06:34:03,XK00001402,7920,Failure
Timestamp: 04/02/15 06:39:46,XK00001402,3438,OK
Timestamp: 04/02/15 06:44:42,XK00001402,2953,OK
Timestamp: 04/03/15 06:50:00,XK00001402,6649,Failure
Timestamp: 04/03/15 06:50:48,XK00001402,3371,OK
Timestamp: 04/03/15 06:55:01,XK00001402,2735,OK
Timestamp: 04/03/15 06:58:38,XK00001402,6900,Failure
Timestamp: 04/03/15 06:58:57,XK00001402,118,OK
Timestamp: 04/03/15 07:02:32,XK00001402,635,OK
Timestamp: 04/03/15 07:04:55,XK00001402,2325,OK
Timestamp: 04/03/15 07:09:21,XK00001402,5333,Failure
Timestamp: 04/03/15 07:14:11,XK00001402,4018,OK
Timestamp: 04/03/15 07:16:46,XK00001402,8166,Failure
Timestamp: 04/04/15 07:22:33,XK00001402,1825,OK
Timestamp: 04/04/15 07:23:03,XK00001402,1813,OK
Timestamp: 04/04/15 07:25:28,XK00001402,6581,Failure
Timestamp: 04/04/15 07:29:06,XK00001402,1158,OK
Timestamp: 04/04/15 07:31:20,XK00001402,1626,OK
Timestamp: 04/04/15 07:34:06,WK00001576,214,OK
Timestamp: 04/04/15 07:34:49,WK00001576,3305,OK
Timestamp: 04/05/15 07:40:06,WK00001576,1632,OK
Timestamp: 04/05/15 07:44:32,WK00001576,5633,Failure
Timestamp: 04/05/15 07:50:27,WK00001576,626,OK
Timestamp: 04/05/15 07:53:42,WK00001576,1505,OK
Timestamp: 04/05/15 07:58:33,WK00001576,97,OK
Timestamp: 04/05/15 08:02:28,WK00001576,6287,Failure
Timestamp: 04/05/15 08:08:11,WK00001576,7997,Failure
Timestamp: 04/05/15 08:11:01,WK00001576,551,OK
Timestamp: 04/05/15 08:12:16,WK00001576,1871,OK
Timestamp: 04/05/15 08:17:29,WK00001576,2895,OK
Timestamp: 04/05/15 08:19:53,WK00001576,3313,OK
Timestamp: 04/05/15 08:23:02,WK00001576,6975,Failure
Timestamp: 04/05/15 08:26:59,WK00001576,6222,Failure
Timestamp: 04/05/15 08:29:19,WK00001576,3063,OK
Timestamp: 04/05/15 08:31:42,WK00001576,1295,OK
Timestamp: 04/05/15 08:37:26,WK00001576,3218,OK
Timestamp: 04/05/15 08:41:57,WK00001576,1234,OK
Timestamp: 04/05/15 08:46:11,WK00001576,5062,Failure
Timestamp: 04/06/15 08:51:46,WK00001576,8193,Failure
Timestamp: 04/06/15 08:52:44,WK00001576,2309,OK
Timestamp: 04/06/15 08:56:19,WK00001576,6658,Failure
Timestamp: 04/06/15 09:01:07,WK00001576,2727,OK
Timestamp: 04/06/15 09:01:50,WK00001576,6088,Failure
Timestamp: 04/06/15 09:05:01,WK00001576,1508,OK
Timestamp: 04/06/15 09:05:10,WK00001576,158,OK
Timestamp: 04/06/15 09:07:18,WK00001576,7174,Failure
Timestamp: 04/06/15 09:12:36,WK00001576,2414,OK
Timestamp: 04/06/15 09:13:02,WK00001576,3909,OK
Timestamp: 04/06/15 09:16:39,WK00001576,2616,OK
Timestamp: 04/06/15 09:18:15,WK00001576,374,OK
Timestamp: 04/06/15 09:20:45,WK00001576,6411,Failure
Timestamp: 04/06/15 09:26:29,WK00001576,6842,Failure
Timestamp: 04/06/15 09:28:41,WK00001576,1715,OK
Timestamp: 04/07/15 09:29:34,WK00001576,8132,Failure
Timestamp: 04/07/15 09:33:22,WK00001576,774,OK
Timestamp: 04/07/15 09:34:31,WK00001576,6390,Failure
Timestamp: 04/07/15 09:40:17,WK00001576,6486,Failure
Timestamp: 04/07/15 09:46:07,WK00001576,3963,OK
Timestamp: 04/07/15 09:48:34,WK00001576,8122,Failure
Timestamp: 04/08/15 09:53:13,WK00001576,5804,Failure
Timestamp: 04/08/15 09:54:46,WK00001576,7020,Failure
Timestamp: 04/08/15 10:00:28,WK00001576,7065,Failure
Timestamp: 04/08/15 10:02:49,YZ00001723,4431,OK
Timestamp: 04/08/15 10:06:22,YZ00001723,4427,OK
Timestamp: 04/08/15 10:08:51,YZ00001723,4340,OK
Timestamp: 04/08/15 10:10:34,YZ00001723,7446,Failure
Timestamp: 04/08/15 10:14:47,YZ00001723,9526,Failure
Timestamp: 04/08/15 10:18:05,YZ00001723,7376,Failure
Timestamp: 04/08/15 10:23:01,YZ00001723,8607,Failure
Timestamp: 04/08/15 10:27:25,YZ00001723,8626,Failure
Timestamp: 04/08/15 10:30:44,YZ00001723,9842,Failure
Timestamp: 04/08/15 10:35:39,YZ00001723,3651,OK
Timestamp: 04/08/15 10:36:22,YZ00001723,4353,OK
Timestamp: 04/08/15 10:37:24,YZ00001723,9230,Failure
Timestamp: 04/08/15 10:40:09,YZ00001723,8993,Failure
Timestamp: 04/08/15 10:41:24,YZ00001723,7820,Failure
Timestamp: 04/08/15 10:43:17,YZ00001723,7475,Failure
Timestamp: 04/08/15 10:47:03,YZ00001723,8612,Failure
Timestamp: 04/08/15 10:51:53,YZ00001723,9830,Failure
Timestamp: 04/08/15 10:52:58,YZ00001723,7596,Failure
Timestamp: 04/08/15 10:52:59,YZ00001723,9654,Failure
Timestamp: 04/08/15 10:54:52,YZ00001723,7257,Failure
Timestamp: 04/08/15 10:56:48,YZ00001723,3631,OK
Timestamp: 04/08/15 10:59:58,YZ00001723,3607,OK
Timestamp: 04/08/15 11:05:48,YZ00001723,9863,Failure
Timestamp: 04/09/15 11:07:44,YZ00001723,9500,Failure
Timestamp: 04/09/15 11:13:36,YZ00001723,6932,Failure
Timestamp: 04/09/15 11:18:42,YZ00001723,4534,OK
Timestamp: 04/10/15 11:21:15,YZ00001723,8900,Failure
Timestamp: 04/10/15 11:22:58,YZ00001723,9615,Failure
Timestamp: 04/10/15 11:24:34,YZ00001723,7343,Failure
Timestamp: 04/10/15 11:25:22,YZ00001723,9624,Failure
Timestamp: 04/10/15 11:30:39,YZ00001723,4853,OK
Timestamp: 04/10/15 11:32:48,XK00001402,564,OK
Timestamp: 04/10/15 11:34:38,XK00001402,5418,Failure
Timestamp: 04/10/15 11:40:08,XK00001402,2140,OK
Timestamp: 04/10/15 11:45:39,XK00001402,2054,OK
Timestamp: 04/10/15 11:48:41,XK00001402,5468,Failure
Timestamp: 04/10/15 11:52:23,XK00001402,1644,OK
Timestamp: 04/10/15 11:53:03,XK00001402,4184,OK
Timestamp: 04/10/15 11:56:47,XK00001402,6216,Failure
Timestamp: 04/10/15 12:00:56,XK00001402,1059,OK
Timestamp: 04/10/15 12:05:17,XK00001402,6727,Failure
Timestamp: 04/10/15 12:06:16,XK00001402,5525,Failure
Timestamp: 04/11/15 12:09:06,XK00001402,6538,Failure
Timestamp: 04/11/15 12:15:05,XK00001402,1752,OK
Timestamp: 04/11/15 12:19:38,XK00001402,508,OK
Timestamp: 04/11/15 12:22:00,XK00001402,1028,OK
Timestamp: 04/11/15 12:27:12,XK00001402,8135,Failure
Timestamp: 04/11/15 12:29:15,XK00001402,9395,Failure
Timestamp: 04/12/15 12:29:56,XK00001402,94,OK
Timestamp: 04/12/15 12:32:04,XK00001402,6965,Failure
Timestamp: 04/12/15 12:35:28,XK00001402,1867,OK
Timestamp: 04/12/15 12:35:48,XK00001402,2928,OK
Timestamp: 04/12/15 12:38:41,XK00001402,723,OK
Timestamp: 04/12/15 12:44:34,XK00001402,204,OK
Timestamp: 04/12/15 12:50:18,XK00001402,3759,OK
Timestamp: 04/12/15 12:56:12,XK00001402,6873,Failure
Timestamp: 04/12/15 12:59:45,XK00001402,6414,Failure
Timestamp: 04/13/15 13:02:52,XK00001402,1134,OK
Timestamp: 04/13/15 13:03:08,XK00001402,5688,Failure
Timestamp: 04/13/15 13:07:23,XK00001402,5429,Failure
Timestamp: 04/13/15 13:11:56,XK00001402,2353,OK
Timestamp: 04/13/15 13:12:01,XK00001402,5704,Failure
Timestamp: 04/13/15 13:13:27,XK00001402,763,OK
Timestamp: 04/13/15 13:16:00,XK00001402,511,OK
Timestamp: 04/13/15 13:21:06,XK00001402,3991,OK
Timestamp: 04/13/15 13:24:23,XK00001402,3456,OK
Timestamp: 04/13/15 13:24:30,XK00001402,3338,OK
Timestamp: 04/13/15 13:27:38,XK00001402,1608,OK
Timestamp: 04/13/15 13:30:01,WK00001576,2892,OK
Timestamp: 04/13/15 13:32:32,WK00001576,1564,OK
Timestamp: 04/13/15 13:36:27,WK00001576,100,OK
Timestamp: 04/13/15 13:42:04,WK00001576,5370,Failure
Timestamp: 04/13/15 13:44:00,WK00001576,803,OK
Timestamp: 04/13/15 13:44:33,WK00001576,2673,OK
Timestamp: 04/13/15 13:48:29,WK00001576,830,OK
Timestamp: 04/13/15 13:51:04,WK00001576,2872,OK
Timestamp: 04/13/15 13:51:54,WK00001576,7159,Failure
Timestamp: 04/13/15 13:54:00,WK00001576,1096,OK
Timestamp: 04/13/15 13:58:44,WK00001576,6689,Failure
Timestamp: 04/13/15 13:59:33,WK00001576,5406,Failure
Timestamp: 04/14/15 14:02:26,WK00001576,467,OK
Timestamp: 04/14/15 14:08:10,WK00001576,3743,OK
Timestamp: 04/14/15 14:11:55,WK00001576,606,OK
Timestamp: 04/14/15 14:14:06,WK00001576,6196,Failure
Timestamp: 04/14/15 14:17:47,WK00001576,486,OK
Timestamp: 04/14/15 14:21:03,WK00001576,2502,OK
Timestamp: 04/14/15 14:24:33,WK00001576,5512,Failure
Timestamp: 04/14/15 14:28:16,WK00001576,2487,OK
Timestamp: 04/14/15 14:34:02,WK00001576,5098,Failure
Timestamp: 04/14/15 14:35:27,WK00001576,6987,Failure
Timestamp: 04/14/15 14:36:04,WK00001576,1689,OK
Timestamp: 04/14/15 14:40:00,WK00001576,8207,Failure
Timestamp: 04/14/15 14:40:33,WK00001576,58,OK
Timestamp: 04/14/15 14:46:20,WK00001576,5362,Failure
Timestamp: 04/14/15 14:48:07,WK00001576,1377,OK
Timestamp: 04/14/15 14:52:28,WK00001576,868,OK
Timestamp: 04/14/15 14:55:12,WK00001576,6327,Failure
Timestamp: 04/15/15 15:00:48,WK00001576,2956,OK
Timestamp: 04/16/15 15:04:03,WK00001576,6668,Failure
Timestamp: 04/16/15 15:06:12,WK00001576,5130,Failure
Timestamp: 04/16/15 15:11:41,WK00001576,1756,OK
Timestamp: 04/16/15 15:16:39,WK00001576,3529,OK
Timestamp: 04/16/15 15:17:00,WK00001576,3901,OK
Timestamp: 04/16/15 15:17:55,WK00001576,613,OK
Timestamp: 04/16/15 15:23:05,WK00001576,1902,OK
Timestamp: 04/16/15 15:28:35,WK00001576,817,OK
Timestamp: 04/17/15 15:30:59,WK00001576,2281,OK
Timestamp: 04/17/15 15:33:26,WK00001576,7105,Failure
Timestamp: 04/17/15 15:37:43,YZ00001723,4425,OK
Timestamp: 04/17/15 15:37:57,YZ00001723,7676,Failure
Timestamp: 04/17/15 15:43:47,YZ00001723,9139,Failure
Timestamp: 04/18/15 15:45:37,YZ00001723,9799,Failure
Timestamp: 04/19/15 15:50:47,YZ00001723,4753,OK
Timestamp: 04/19/15 15:52:05,YZ00001723,9085,Failure
Timestamp: 04/19/15 15:56:25,YZ00001723,3691,OK
Timestamp: 04/19/15 15:57:29,YZ00001723,9783,Failure
Timestamp: 04/19/15 15:58:54,YZ00001723,8672,Failure
Timestamp: 04/19/15 16:03:40,YZ00001723,9120,Failure
Timestamp: 04/19/15 16:04:20,YZ00001723,9097,Failure
Timestamp: 04/19/15 16:04:53,YZ00001723,8320,Failure
Timestamp: 04/19/15 16:08:27,YZ00001723,9652,Failure
Timestamp: 04/19/15 16:10:31,YZ00001723,4587,OK
Timestamp: 04/19/15 16:13:24,YZ00001723,4412,OK
Timestamp: 04/19/15 16:13:40,YZ00001723,9188,Failure
Timestamp: 04/19/15 16:19:06,YZ00001723,4718,OK
Timestamp: 04/19/15 16:24:16,YZ00001723,7660,Failure
Timestamp: 04/19/15 16:25:39,YZ00001723,8819,Failure
Timestamp: 04/19/15 16:31:37,YZ00001723,4902,OK
Timestamp: 04/19/15 16:36:17,YZ00001723,9636,Failure
Timestamp: 04/19/15 16:39:46,YZ00001723,9825,Failure
Timestamp: 04/19/15 16:40:07,YZ00001723,8081,Failure
Timestamp: 04/19/15 16:46:04,YZ00001723,9266,Failure
Timestamp: 04/20/15 16:46:17,YZ00001723,4209,OK
Timestamp: 04/20/15 16:49:30,YZ00001723,8617,Failure
Timestamp: 04/20/15 16:51:27,YZ00001723,9216,Failure
Timestamp: 04/21/15 16:54:13,YZ00001723,4697,OK
Timestamp: 04/21/15 17:00:10,YZ00001723,9951,Failure
Timestamp: 04/21/15 17:02:40,YZ00001723,4693,OK
Timestamp: 04/22/15 17:04:05,YZ00001723,8109,Failure
Timestamp: 04/22/15 17:06:24,YZ00001723,6992,Failure
Timestamp: 04/22/15 17:09:46,YZ00001723,9347,Failure
Timestamp: 04/22/15 17:15:34,YZ00001723,8393,Failure
Timestamp: 04/22/15 17:18:18,YZ00001723,7277,Failure
Timestamp: 04/22/15 17:19:48,XK00001402,3893,OK
Timestamp: 04/22/15 17:24:38,XK00001402,6562,Failure
Timestamp: 04/22/15 17:29:27,XK00001402,7116,Failure
Timestamp: 04/22/15 17:30:04,XK00001402,524,OK
Timestamp: 04/22/15 17:34:02,XK00001402,6869,Failure
Timestamp: 04/22/15 17:37:41,XK00001402,2867,OK
Timestamp: 04/22/15 17:41:38,XK00001402,1998,OK
Timestamp: 04/22/15 17:46:23,XK00001402,2726,OK
Timestamp: 04/22/15 17:47:53,XK00001402,6035,Failure
Timestamp: 04/22/15 17:49:32,XK00001402,371,OK
Timestamp: 04/22/15 17:53:37,XK00001402,1238,OK
Timestamp: 04/22/15 17:57:12,XK00001402,3323,OK
Timestamp: 04/22/15 17:59:52,XK00001402,5360,Failure
Timestamp: 04/22/15 18:03:32,XK00001402,1797,OK
Timestamp: 04/22/15 18:07:16,XK00001402,5918,Failure
Timestamp: 04/22/15 18:07:58,XK00001402,3426,OK
Timestamp: 04/22/15 18:10:51,XK00001402,1417,OK
Timestamp: 04/22/15 18:12:38,XK00001402,6464,Failure
Timestamp: 04/22/15 18:17:13,XK00001402,2809,OK
Timestamp: 04/23/15 18:21:54,XK00001402,456,OK
Timestamp: 04/23/15 18:24:39,XK00001402,5695,Failure
Timestamp: 04/24/15 18:27:36,XK00001402,715,OK
Timestamp: 04/24/15 18:31:21,XK00001402,1342,OK
Timestamp: 04/24/15 18:36:09,XK00001402,2047,OK
Timestamp: 04/24/15 18:39:02,XK00001402,1500,OK
Timestamp: 04/24/15 18:43:36,WK00001576,1793,OK
Timestamp: 04/25/15 18:49:01,WK00001576,6073,Failure
Timestamp: 04/25/15 18:51:13,WK00001576,5683,Failure
Timestamp: 04/25/15 18:51:56,WK00001576,5424,Failure
Timestamp: 04/25/15 18:53:50,WK00001576,2571,OK
Timestamp: 04/25/15 18:59:13,WK00001576,3090,OK
Timestamp: 04/25/15 18:59:14,WK00001576,3298,OK
Timestamp: 04/25/15 19:03:14,WK00001576,2567,OK
Timestamp: 04/25/15 19:03:16,WK00001576,3087,OK
Timestamp: 04/25/15 19:07:05,WK00001576,5439,Failure
Timestamp: 04/25/15 19:07:58,WK00001576,893,OK
Timestamp: 04/25/15 19:08:08,WK00001576,2062,OK
Timestamp: 04/26/15 19:13:56,WK00001576,7117,Failure
Timestamp: 04/26/15 19:16:03,WK00001576,2319,OK
Timestamp: 04/26/15 19:16:36,WK00001576,3478,OK
Timestamp: 04/26/15 19:17:59,WK00001576,736,OK
Timestamp: 04/26/15 19:18:42,WK00001576,2478,OK
Timestamp: 04/26/15 19:20:20,WK00001576,353,OK
Timestamp: 04/26/15 19:21:00,WK00001576,198,OK
Timestamp: 04/26/15 19:22:06,WK00001576,1703,OK
Timestamp: 04/26/15 19:26:15,WK00001576,3894,OK
Timestamp: 04/26/15 19:29:44,WK00001576,5756,Failure
Timestamp: 04/26/15 19:34:36,WK00001576,2936,OK
Timestamp: 04/26/15 19:38:39,WK00001576,2896,OK
Timestamp: 04/26/15 19:40:55,WK00001576,4199,OK
Timestamp: 04/26/15 19:41:56,WK00001576,5210,Failure
Timestamp: 04/26/15 19:45:47,WK00001576,385,OK
Timestamp: 04/26/15 19:49:04,WK00001576,1329,OK
Timestamp: 04/26/15 19:52:58,WK00001576,1800,OK
Timestamp: 04/26/15 19:56:10,WK00001576,1843,OK
Timestamp: 04/26/15 19:58:35,WK00001576,2091,OK
Timestamp: 04/26/15 20:00:15,WK00001576,428,OK
Timestamp: 04/26/15 20:03:28,WK00001576,1406,OK
Timestamp: 04/26/15 20:03:35,WK00001576,2073,OK
Timestamp: 04/26/15 20:05:06,WK00001576,697,OK
Timestamp: 04/27/15 20:07:03,WK00001576,2175,OK
Timestamp: 04/28/15 20:12:39,WK00001576,4117,OK
Timestamp: 04/28/15 20:14:01,WK00001576,952,OK
Timestamp: 04/29/15 20:16:23,WK00001576,835,OK
Timestamp: 04/29/15 20:22:11,WK00001576,2272,OK
Timestamp: 04/30/15 20:27:00,WK00001576,3297,OK
Timestamp: 04/30/15 20:31:18,WK00001576,5231,Failure
Timestamp: 04/30/15 20:34:17,WK00001576,3558,OK
Timestamp: 04/30/15 20:39:31,YZ00001723,7322,Failure
Timestamp: 04/30/15 20:41:23,YZ00001723,4513,OK
Timestamp: 04/30/15 20:45:25,YZ00001723,7855,Failure
Timestamp: 05/01/15 20:48:25,YZ00001723,8642,Failure
Timestamp: 05/01/15 20:49:04,YZ00001723,8286,Failure
Timestamp: 05/01/15 20:52:20,YZ00001723,7388,Failure
Timestamp: 05/01/15 20:57:13,YZ00001723,8962,Failure
Timestamp: 05/01/15 21:03:12,YZ00001723,8960,Failure
Timestamp: 05/01/15 21:06:28,YZ00001723,9908,Failure
Timestamp: 05/01/15 21:10:12,YZ00001723,9579,Failure
Timestamp: 05/01/15 21:15:37,YZ00001723,8220,Failure
Timestamp: 05/02/15 21:16:48,YZ00001723,8367,Failure
Timestamp: 05/03/15 21:22:43,YZ00001723,4735,OK
Timestamp: 05/03/15 21:23:17,YZ00001723,8382,Failure
Timestamp: 05/03/15 21:25:58,YZ00001723,9591,Failure
Timestamp: 05/03/15 21:26:53,YZ00001723,4292,OK
Timestamp: 05/03/15 21:30:59,YZ00001723,9716,Failure
Timestamp: 05/03/15 21:36:39,YZ00001723,9667,Failure
Timestamp: 05/03/15 21:42:29,YZ00001723,3622,OK
Timestamp: 05/03/15 21:44:40,YZ00001723,7478,Failure
Timestamp: 05/03/15 21:45:42,YZ00001723,7324,Failure
Timestamp: 05/03/15 21:46:04,YZ00001723,2849,OK
Timestamp: 05/03/15 21:51:54,YZ00001723,7471,Failure
Timestamp: 05/03/15 21:54:56,YZ00001723,8369,Failure
Timestamp: 05/03/15 22:00:17,YZ00001723,8420,Failure
Timestamp: 05/03/15 22:05:04,YZ00001723,8663,Failure
Timestamp: 05/03/15 22:10:03,YZ00001723,9743,Failure
Timestamp: 05/03/15 22:15:52,YZ00001723,4708,OK
Timestamp: 05/04/15 22:21:32,YZ00001723,8860,Failure
